charge_point_id,payload
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T22:59:53Z"",""sampledValue"":[{""value"":""620640"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""249.509995"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""8.089500"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""},{""value"":""0"",""context"":""Sample.Clock"",""measurand"":""SoC"",""unit"":""Percent""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":2,""transactionId"":74969,""meterValue"":[{""timestamp"":""2023-09-17T22:59:54Z"",""sampledValue"":[{""value"":""949424"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
l5Us3JZIaTCetQpWLgx7,"{""connectorId"":1,""transactionId"":76266,""meterValue"":[{""timestamp"":""2023-09-17T22:59:59Z"",""sampledValue"":[{""value"":""222778.734375"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
QS7YfTfE9J6d84RXbOg,"{""connectorId"":1,""transactionId"":76236,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""329800.593750"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""244.24"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""2.82"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
C6FepgCW5KrIuHSBbUI,"{""connectorId"":1,""transactionId"":76285,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""656269.500000"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""238.64"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""8.70"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
YL8EnsHirwWngOclt8o,"{""connectorId"":1,""transactionId"":76280,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""923850.437500"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""249.54"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""11.42"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
cocPpWdMprESdBtOQvGd,"{""connectorId"":1,""transactionId"":76265,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""357010.687500"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""246.01"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""9.56"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
TCT5PdNA0J0Voy8wQ8,"{""connectorId"":1,""transactionId"":76220,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""521831.750000"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""252.69"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""7.00"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
2cBgXpZ22Il321iy01i,"{""connectorId"":1,""transactionId"":76288,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""323438.750000"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""245.97"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""4.63"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
dD3LN4IT57n1jSZjmgpa,"{""connectorId"":1,""transactionId"":75541,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""291973.406250"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""245.79"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
gCw5x1MoQvUFj373WZjz,"{""connectorId"":1,""transactionId"":76278,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""514134.187500"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""247.67"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""11.10"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
i88wOXXI2VdmWI0Pt3Kf,"{""connectorId"":1,""transactionId"":76221,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""609960.625000"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""249.38"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""6.66"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":1,""transactionId"":76242,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""4691032"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""252.67"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""51.31"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""5.21"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
aeRyDDriyNud1HAj3GQd,"{""connectorId"":1,""transactionId"":76286,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""839797.437500"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""239.82"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""4.88"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
W5yIGI7A3oSNEfMsbiGU,"{""connectorId"":1,""transactionId"":7085,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""1198021.000000"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
l5Us3JZIaTCetQpWLgx7,"{""connectorId"":1,""transactionId"":76266,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""222789.828125"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""244.28"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""5.07"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
g2kzFWVTVeYApzfman8X,"{""connectorId"":1,""transactionId"":76214,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""207526.453125"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""233.36"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""1.22"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
cQpmQASnlEATl2EnqlV,"{""connectorId"":1,""transactionId"":76203,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""215316.125000"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""234.45"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""4.95"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
Z3qNOYCw5G5uosAzc,"{""connectorId"":1,""transactionId"":76276,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""544351.875000"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""238.39"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""11.79"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":2,""transactionId"":74969,""meterValue"":[{""timestamp"":""2023-09-17T23:00:02Z"",""sampledValue"":[{""value"":""949424"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L2"",""value"":""251.36"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""50.26"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L2"",""value"":""0.52"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T23:00:03Z"",""sampledValue"":[{""value"":""620660"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
P4Pb8AWcdpRjtrB9WvBq,"{""connectorId"":1,""transactionId"":76272,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""498794.406250"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""251.31"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""11.29"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
jfFW3BwLjAW3SbhC47Sz,"{""connectorId"":1,""transactionId"":76275,""meterValue"":[{""timestamp"":""2023-09-17T23:00:00Z"",""sampledValue"":[{""value"":""476166.875000"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""246.42"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0.00"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""10.05"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
C6FepgCW5KrIuHSBbUI,"{""connectorId"":1,""transactionId"":76285,""meterValue"":[{""timestamp"":""2023-09-17T23:00:03Z"",""sampledValue"":[{""value"":""656269.500000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
gCw5x1MoQvUFj373WZjz,"{""connectorId"":1,""transactionId"":76278,""meterValue"":[{""timestamp"":""2023-09-17T23:00:02Z"",""sampledValue"":[{""value"":""514134.187500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":3,""transactionId"":76240,""meterValue"":[{""timestamp"":""2023-09-17T23:00:03Z"",""sampledValue"":[{""value"":""2670343"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L3"",""value"":""252.04"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""48.94"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L3"",""value"":""5.42"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":2,""transactionId"":73805,""meterValue"":[{""timestamp"":""2023-09-17T23:00:02Z"",""sampledValue"":[{""value"":""4956127"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L2"",""value"":""251.89"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""51.31"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L2"",""value"":""7.41"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":1,""transactionId"":74925,""meterValue"":[{""timestamp"":""2023-09-17T23:00:03Z"",""sampledValue"":[{""value"":""1024693"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""253.25"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""50.26"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""0.54"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
C6FepgCW5KrIuHSBbUI,"{""connectorId"":1,""transactionId"":76285,""meterValue"":[{""timestamp"":""2023-09-17T23:00:06Z"",""sampledValue"":[{""value"":""656269.500000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":3,""transactionId"":75259,""meterValue"":[{""timestamp"":""2023-09-17T23:00:03Z"",""sampledValue"":[{""value"":""4756474"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L3"",""value"":""252.36"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""51.31"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L3"",""value"":""0.52"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""}]}]}"
YL8EnsHirwWngOclt8o,"{""connectorId"":1,""transactionId"":76280,""meterValue"":[{""timestamp"":""2023-09-17T23:00:15Z"",""sampledValue"":[{""value"":""923850.437500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
QS7YfTfE9J6d84RXbOg,"{""connectorId"":1,""transactionId"":76236,""meterValue"":[{""timestamp"":""2023-09-17T23:00:15Z"",""sampledValue"":[{""value"":""329806.000000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
aeRyDDriyNud1HAj3GQd,"{""connectorId"":1,""transactionId"":76286,""meterValue"":[{""timestamp"":""2023-09-17T23:00:17Z"",""sampledValue"":[{""value"":""839959.937500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cQpmQASnlEATl2EnqlV,"{""connectorId"":1,""transactionId"":76203,""meterValue"":[{""timestamp"":""2023-09-17T23:00:19Z"",""sampledValue"":[{""value"":""215322.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
jfFW3BwLjAW3SbhC47Sz,"{""connectorId"":1,""transactionId"":76275,""meterValue"":[{""timestamp"":""2023-09-17T23:00:18Z"",""sampledValue"":[{""value"":""476166.875000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
TCT5PdNA0J0Voy8wQ8,"{""connectorId"":1,""transactionId"":76220,""meterValue"":[{""timestamp"":""2023-09-17T23:00:21Z"",""sampledValue"":[{""value"":""521831.750000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T23:00:26Z"",""sampledValue"":[{""value"":""620700"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":1,""transactionId"":76242,""meterValue"":[{""timestamp"":""2023-09-17T23:00:27Z"",""sampledValue"":[{""value"":""4691043"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
g2kzFWVTVeYApzfman8X,"{""connectorId"":1,""transactionId"":76214,""meterValue"":[{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""207528.859375"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
P4Pb8AWcdpRjtrB9WvBq,"{""connectorId"":1,""transactionId"":76272,""meterValue"":[{""timestamp"":""2023-09-17T23:00:34Z"",""sampledValue"":[{""value"":""498819.718750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":1,""transactionId"":74925,""meterValue"":[{""timestamp"":""2023-09-17T23:00:40Z"",""sampledValue"":[{""value"":""1024693"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
zjEPJdkKuE6K07yrbX,"{""connectorId"":1,""transactionId"":76289,""meterValue"":[{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""22.1"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Import"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""23.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""Outlet"",""unit"":""A""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""23.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Current.Offered"",""location"":""EV"",""unit"":""A""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""5611550"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Register"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""30"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Energy.Active.Import.Interval"",""location"":""Outlet"",""unit"":""Wh""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""1648.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Power.Active.Import"",""location"":""Outlet"",""unit"":""W""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""40"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""40"",""context"":""Transaction.Begin"",""format"":""Raw"",""measurand"":""SoC"",""location"":""EV"",""unit"":""Percent""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""75.2"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""Outlet"",""unit"":""V""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""84.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Voltage"",""location"":""EV"",""unit"":""V""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""23.6"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Body"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""19.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Outlet"",""unit"":""Celsius""}]},{""timestamp"":""2023-09-17T23:00:31Z"",""sampledValue"":[{""value"":""35.0"",""context"":""Sample.Periodic"",""format"":""Raw"",""measurand"":""Temperature"",""location"":""Inlet"",""unit"":""Celsius""}]}]}"
i88wOXXI2VdmWI0Pt3Kf,"{""connectorId"":1,""transactionId"":76221,""meterValue"":[{""timestamp"":""2023-09-17T23:00:44Z"",""sampledValue"":[{""value"":""609975.312500"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Y1m1cuVPTWAMgxU5jpo,"{""connectorId"":3,""transactionId"":76240,""meterValue"":[{""timestamp"":""2023-09-17T23:00:46Z"",""sampledValue"":[{""value"":""2670360"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
2cBgXpZ22Il321iy01i,"{""connectorId"":1,""transactionId"":76288,""meterValue"":[{""timestamp"":""2023-09-17T23:00:48Z"",""sampledValue"":[{""value"":""323459.125000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T23:00:48Z"",""sampledValue"":[{""value"":""620730"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":3,""transactionId"":75259,""meterValue"":[{""timestamp"":""2023-09-17T23:00:48Z"",""sampledValue"":[{""value"":""4756474"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
Z3qNOYCw5G5uosAzc,"{""connectorId"":1,""transactionId"":76276,""meterValue"":[{""timestamp"":""2023-09-17T23:00:51Z"",""sampledValue"":[{""value"":""544401.875000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
cocPpWdMprESdBtOQvGd,"{""connectorId"":1,""transactionId"":76265,""meterValue"":[{""timestamp"":""2023-09-17T23:00:52Z"",""sampledValue"":[{""value"":""357033.593750"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
ezoqjCSmDt3tWMpdjNl7,"{""connectorId"":2,""transactionId"":73805,""meterValue"":[{""timestamp"":""2023-09-17T23:00:52Z"",""sampledValue"":[{""value"":""4956154"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
tVhxJtv6vlipC3eCCr0c,"{""connectorId"":2,""transactionId"":74969,""meterValue"":[{""timestamp"":""2023-09-17T23:00:54Z"",""sampledValue"":[{""value"":""949424"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T23:00:56Z"",""sampledValue"":[{""value"":""620750"",""context"":""Sample.Clock"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""},{""phase"":""L1"",""value"":""249.419998"",""context"":""Sample.Clock"",""measurand"":""Voltage"",""unit"":""V""},{""value"":""0"",""context"":""Sample.Clock"",""measurand"":""Temperature"",""unit"":""Celsius""},{""phase"":""L1"",""value"":""8.127600"",""context"":""Sample.Clock"",""measurand"":""Current.Import"",""unit"":""A""},{""value"":""0"",""context"":""Sample.Clock"",""measurand"":""SoC"",""unit"":""Percent""}]}]}"
l5Us3JZIaTCetQpWLgx7,"{""connectorId"":1,""transactionId"":76266,""meterValue"":[{""timestamp"":""2023-09-17T23:00:59Z"",""sampledValue"":[{""value"":""222800.828125"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
gCw5x1MoQvUFj373WZjz,"{""connectorId"":1,""transactionId"":76278,""meterValue"":[{""timestamp"":""2023-09-17T23:01:02Z"",""sampledValue"":[{""value"":""514183.500000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
C6FepgCW5KrIuHSBbUI,"{""connectorId"":1,""transactionId"":76285,""meterValue"":[{""timestamp"":""2023-09-17T23:01:03Z"",""sampledValue"":[{""value"":""656306.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
C6FepgCW5KrIuHSBbUI,"{""connectorId"":1,""transactionId"":76285,""meterValue"":[{""timestamp"":""2023-09-17T23:01:06Z"",""sampledValue"":[{""value"":""656306.625000"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
pgfPzZCDaiElu7d5qZq,"{""connectorId"":1,""transactionId"":76281,""meterValue"":[{""timestamp"":""2023-09-17T23:01:11Z"",""sampledValue"":[{""value"":""620770"",""context"":""Sample.Periodic"",""measurand"":""Energy.Active.Import.Register"",""unit"":""Wh""}]}]}"
